ID, Accommodates, Bathrooms, Bedrooms, Beds, limpieza, extra, finde
4018375, 6, 2, 2, 4, €30, €12 / night after 4 guests, €145 / night
4029141, 2, 2, 1, 2, , , 
4026819, 4, 1, 1, 1, , No Charge, 
4067346, 12, 2.5, 4, 7, €20, €25 / night after 4 guests, €112 / night
4073979, 1, 1, 1, 1, , , 
4072581, 1, 1, 1, 1, , , 
4079373, No longer available,,,,,, 
4085000, 6, 1, 2, 4, €10, €7 / night after 2 guests, €75 / night
4091325, 1, 2, 1, 1, , , 
4095087, No longer available,,,,,, 
4107367, 6, 2, 3, 4, €60, €10 / night after 4 guests, 
4115071, 6, 1, 2, 3, €25, €10 / night after 3 guests, €70 / night
4123744, 2, 1, 1, 1, , €10 / night after the first guest, €22 / night
4124223, 2, 1, 1, 1, , No Charge, €45 / night
4146647, No longer available,,,,,, 
4162503, 5, 1, 4, 4, , No Charge, 
4203669, 4, 1, 2, 2, , €10 / night after 2 guests, 
4218089, 3, 1, 1, 2, €10, €25 / night after the first guest, 
4221121, 4, 1, 1, 2, €45, No Charge, 
4230922, 4, 1, 2, 3, €50, , €150 / night
4233366, No longer available,,,,,, 
4238597, 4, 1, 2, 4, €10, €20 / night after 2 guests, 
4238463, 2, 1, 1, 1, , , 
4241115, 2, 1, Studio, 1, €15, No Charge, 
4254807, No longer available,,,,,, 
4254824, No longer available,,,,,, 
4255785, 5, 1, 2, 4, , No Charge, €75 / night
4265767, 4, 1, 1, 2, €20, €15 / night after 2 guests, 
4268121, 5, 1, 2, 4, , €20 / night after 2 guests, 
4272209, 3, 1, 1, 1, €25, No Charge, 
4284546, 4, 1, 1, 2, , €13 / night after the first guest, 
4289725, 6, 1, 4, 5, €25, €10 / night after 2 guests, €50 / night
4315726, 4, 1, 1, 2, , €10 / night after 2 guests, €120 / night
4315806, 6, 2.5, 2, 6, , €10 / night after 4 guests, €115 / night
4328084, 2, 1, 1, 1, , , 
4335367, 8, 2, 3, 9, €30, €20 / night after 4 guests, €140 / night
4337886, No longer available,,,,,, 
4339845, 15, 4.5, 6, 15, €140, €12 / night after 8 guests, €600 / night
4392882, 6, 1, 3, 5, €30, No Charge, 
4409444, 4, 1, 1, 2, , €10 / night after 2 guests, €85 / night
4408621, 4, 2, 2, 3, , No Charge, 
4415880, 4, 1, 1, 2, , €10 / night after 2 guests, 
4425745, 4, 1, 1, 2, €20, €7 / night after 2 guests, €85 / night
4436845, 4, 1, 2, 3, , No Charge, 
4437255, No longer available,,,,,, 
4446525, 2, 1, 1, 2, , No Charge, €45 / night
4453840, 2, 1, Studio, 2, , No Charge, €40 / night
4462851, 4, 1, 1, 4, , €18 / night after 2 guests, €110 / night
4462910, 4, 1, 1, 4, , €20 / night after 2 guests, €110 / night
4482356, No longer available,,,,,, 
4487929, 5, 1, 1, 5, , , €142 / night
4505175, No longer available,,,,,, 
4510337, 8, 1, 2, 8, , €10 / night after 7 guests, €150 / night
4535733, 12, 1, 1, 12, , €15 / night after the first guest, €15 / night
4535712, 12, 1, 1, 12, , €15 / night after the first guest, €15 / night
4535922, 1, 1, 1, 1, , , €20 / night
4547455, 16+, 8+, 10, 16, , €20 / night after the first guest, 
4562483, 5, 2, 2, 4, , No Charge, €60 / night
4561590, 2, 2, 1, 2, , No Charge, 
4564603, No longer available,,,,,, 
4563964, 2, 1, 1, 1, , €7 / night after the first guest, 
4571666, 4, 1, 1, 2, , €14 / night after 2 guests, 
4571581, 2, 2, 1, 1, , , €32 / night
4584591, 3, 1, 1, 2, €10, , €39 / night
4603291, 4, 1, 1, 2, €15, €25 / night after 3 guests, €60 / night
4604061, 2, 1, 1, 1, , No Charge, 
4637774, 3, 1, 1, 1, , €10 / night after the first guest, 
4643655, 2, 1, Studio, 1, , No Charge, €65 / night
4643183, 6, 1, 2, 3, €10, €7 / night after 2 guests, €80 / night
4659797, 2, 1, Studio, 1, , No Charge, 
4668324, 7, 1, 2, 5, €30, €20 / night after 2 guests, 
4668611, 5, 1, 1, 4, €34, €12 / night after 2 guests, €55 / night
4668194, No longer available,,,,,, 
4673322, 4, 1, 1, 2, , €10 / night after 2 guests, €85 / night
4699072, 2, 1, 1, 1, , No Charge, €38 / night
4722653, 4, 1, 1, 2, , No Charge, €100 / night
4743079, No longer available,,,,,, 
4744538, 6, 2, 2, 3, €15, €15 / night after 2 guests, €70 / night
4775126, 4, 1, 2, 3, , No Charge, 
4781714, 2, 1, 1, 1, , No Charge, 
4800513, 3, 1, 2, 2, €20, No Charge, €60 / night
4806886, 2, 1, 1, 1, , No Charge, €102 / night
4806644, 1, 1, 1, 1, , , €22 / night
4806164, 1, 1, 1, 12, , , €15 / night
4814760, 2, 1, 1, 1, €30, , €60 / night
4819364, 2, 2, 1, 1, , No Charge, 
4823375, 2, 1, Studio, 1, €10, No Charge, 
4829907, 13, 2, 4, 8, , No Charge, €270 / night
4844638, 6, 1, 3, 4, , No Charge, 
4845632, 6, 2, 3, 4, €20, €20 / night after 3 guests, €300 / night
4847467, No longer available,,,,,, 
4851900, 2, 1, 1, 1, €20, , €50 / night
4863127, 2, 1, 1, 1, €20, €10 / night after the first guest, 
4865976, 6, 2, 3, 4, , €10 / night after 3 guests, €69 / night
4877836, 2, 1, 1, 1, , No Charge, 
4883793, 2, 1, 1, 1, €30, No Charge, 
4906765, 2, 1, Studio, 1, , €10 / night after the first guest, €40 / night
4911800, 4, 1, 2, 2, , No Charge, 
4913561, 3, 1, Studio, 2, €5, €10 / night after 2 guests, 
4913229, 4, 1, 2, 2, , €20 / night after 2 guests, 
4919123, 1, 1, 1, 1, , , €25 / night
4919089, 2, 1, 1, 2, , €15 / night after the first guest, €25 / night
4919361, 4, 1, 3, 3, €20, No Charge, 
4921762, 8, 2, 4, 6, , €8 / night after 4 guests, 
4929627, 4, 1, 1, 2, €15, €10 / night after 2 guests, €75 / night
4944121, 2, 1, 1, 1, , No Charge, 
4982237, 7, 2, 3, 4, €40, €20 / night after 6 guests, €120 / night
4994150, 2, 1, 1, 1, , No Charge, 
5004097, 4, 1, 2, 3, €20, No Charge, 
5003459, 4, 1, 1, 2, , €12 / night after 2 guests, €83 / night
5009964, 4, 1, 1, 2, , No Charge, 
5033403, 5, 2, 3, 3, , No Charge, 
5037005, 4, 1, 3, 3, , No Charge, 
5042525, 3, 1, 1, 2, €30, €10 / night after the first guest, 
5046517, 8, 3, 3, 6, €15, €15 / night after 6 guests, 
5081928, 6, 2, 2, 4, , €20 / night after 2 guests, 
5088331, 4, 1, 3, 3, €100, No Charge, 
5108630, 6, 1, 2, 4, €50, €10 / night after 2 guests, 
5143557, 3, 1, 1, 3, €20, €25 / night after 2 guests, €95 / night
5166523, No longer available,,,,,, 
5207518, 4, 1, 2, 2, €20, €18 / night after 2 guests, €70 / night
5208147, 1, 2, 1, 1, , , 
5210536, 6, 1, 2, 5, , €15 / night after 4 guests, 
5218738, 6, 2, 4, 4, €30, €15 / night after 2 guests, 
5223757, 4, 2, 2, 3, €30, No Charge, 
5246225, 4, 1, 2, 3, , €20 / night after 2 guests, €70 / night
5265101, 4, 1, 1, 2, , €10 / night after 2 guests, €85 / night
5274342, 4, 1, 1, 2, , €10 / night after 2 guests, €85 / night
5274593, 4, 1, 1, 2, , €10 / night after 2 guests, 
5274118, 2, 1, Studio, 1, €8, No Charge, 
5281579, 4, 2, 2, 2, €40, €20 / night after 2 guests, 
5304526, 2, 1, 1, 1, €10, , €40 / night
5312741, 2, 1, 1, 1, , No Charge, €70 / night
5314303, 1, 1, 1, 1, , , 
5348945, 7, 1, 2, 4, , €8 / night after 3 guests, €95 / night
5354157, 1, 1, 1, 1, , , €33 / night
5400748, 6, 2.5, 2, 6, , €10 / night after 4 guests, €115 / night
5411326, 2, 1, 1, 1, , No Charge, 
5418700, 8, 1, 3, 6, €30, €16 / night after 3 guests, 
5431456, 4, 1, 1, 2, , €15 / night after 2 guests, 
5441638, 6, 3, 3, 3, , No Charge, 
5445326, 4, 1, 2, 3, €45, €15 / night after 2 guests, 
5450528, 4, 1, 1, 2, , €6 / night after the first guest, 
5451237, 4, 1, Studio, 2, , €10 / night after 2 guests, €50 / night
5457080, 4, 1, 1, 2, , €20 / night after 2 guests, 
5487720, 6, 2, 2, 4, €20, €10 / night after 4 guests, 
5508329, 5, 1, 2, 3, , €15 / night after 2 guests, 
5510604, 6, 2, 2, 4, €30, €12 / night after 4 guests, €145 / night
5516172, 2, 1, 1, 1, , No Charge, 
5533386, 2, 1, 1, 2, , , 
5539987, 2, 1, 1, 2, , €21 / night after the first guest, 
5544593, 3, 1, 1, 3, , No Charge, 
5546518, 5, 2, 2, 5, , No Charge, 
5546140, 4, 2, 2, 4, , No Charge, 
5545148, 4, 1, 1, 4, , No Charge, 
5555215, 2, 1, 1, 1, , No Charge, 
5563951, 4, 1, 2, 3, , €10 / night after 2 guests, €43 / night
5565492, 4, 1, 1, 2, €20, €6 / night after 2 guests, €50 / night
5577969, 2, 2, 1, 2, , , 
5576567, 3, 1, 2, 2, , No Charge, 
5584639, 1, 1, 1, 1, , , 
5591509Error,,,,,,
5603099, 4, 1, 1, 2, , €10 / night after 2 guests, €70 / night
5600589, 3, 2, 1, 3, , €15 / night after 2 guests, €35 / night
5600158, 2, 1, 1, 1, €18, No Charge, €65 / night
5630157, 2, 1, 1, 1, , €13 / night after the first guest, 
5635529, No longer available,,,,,, 
5646952Error,,,,,,
5659772, 5, 2, 2, 4, , €20 / night after 2 guests, 
5666362, 12, 2, 6, 6, , €20 / night after 6 guests, €150 / night
5689789, 3, 1, 2, 2, , No Charge, 
5695706, 6, 1, 2, 3, €10, €10 / night after 2 guests, 
5704452, 2, 1, 1, 1, , , 
5701010, 4, 1, 2, 2, €20, No Charge, 
5703707, 2, 2, 1, 1, , , €35 / night
5706432, 3, 2, 1, 3, , €15 / night after 2 guests, €35 / night
5717692, 1, 1, 1, 1, , , 
5723209, 6, 1, 2, 4, , €15 / night after 4 guests, 
5734144, 3, 1, 1, 2, €35, €15 / night after 2 guests, 
5737631, 4, 1, 1, 3, €8, €20 / night after 2 guests, 
5747989, 2, 1, 1, 1, , No Charge, 
5756666, 2, 1.5, 1, 1, , €10 / night after the first guest, 
5761393, 5, 1, 3, 3, €10, €15 / night after 4 guests, 
5770521, 6, 2, 3, 5, , €8 / night after 2 guests, €110 / night
5785036Error,,,,,,
5793784, 3, 1, 1, 2, €12, No Charge, 
5799584Error,,,,,,
5817562, 8, 3, 4, 5, €39, €12 / night after 5 guests, €230 / night
5815619, No longer available,,,,,, 
5821620, 5, 1, 2, 3, , €15 / night after 4 guests, 
5820671, 2, 1, 1, 2, , No Charge, 
5829201, 2, 1, 1, 1, , No Charge, €25 / night
5833052, 2, 4, 1, 2, , , €30 / night
5844279, 1, 1, 1, 1, , , 
5848216Error,,,,,,
5859263, 4, 1, 2, 3, €20, , 
5869613, 2, 1, 1, 1, , No Charge, 
5866602Error,,,,,,
5871114, 2, 1, 1, 1, €5, €5 / night after the first guest, 
5877235, 4, 1, 1, 2, €10, €10 / night after 2 guests, €60 / night
5884307, 6, 2, 4, 4, €89, €22 / night after 3 guests, 
5899613, No longer available,,,,,, 
5921808, 2, 1, 1, 1, €20, , 
5923095, 2, 1, 1, 1, , €5 / night after the first guest, 
5922788, 2, 1, 1, 2, , €5 / night after the first guest, 
5931118, 5, 2, 2, 4, €20, No Charge, €85 / night
5941444, 4, 2, 2, 2, , No Charge, 
5956602, 1, 1, 1, 1, €60, , €800 / night
5967239Error,,,,,,
5974395, 2, 1, 1, 2, €5, €10 / night after the first guest, €35 / night
5974814, 1, 1, 1, 1, €5, , €25 / night
5987366, 2, 1, 1, 1, €5, €15 / night after the first guest, 
5998373, No longer available,,,,,, 
6013396, 4, 1, 1, 2, €20, €25 / night after 2 guests, €95 / night
6023348, 3, 1, 2, 2, €15, €8 / night after 2 guests, €50 / night
6103053, 2, 1, 1, 1, €20, No Charge, 
6130978Error,,,,,,
6139603, 4, 1, 1, 1, , €5 / night after 2 guests, 
6165001Error,,,,,,
6196389, 7, 1, 3, 4, , €10 / night after 3 guests, 
6199948, 2, 1, 1, 1, €5, €8 / night after the first guest, 
6212723, 3, 1, 2, 3, €30, No Charge, 
6265898, 12, 2, 4, 7, , €15 / night after 8 guests, 
6320283, 3, 1, 1, 1, €15, €10 / night after 2 guests, €50 / night
6359400Error,,,,,,
6361552, 1, 1, Studio, 1, , , 
6379399, 4, 1, 3, 4, , , 
6384598, 3, 1, 1, 1, , No Charge, 
6385845, No longer available,,,,,, 
6397441, 6, 2, 3, 5, , €15 / night after the first guest, €21 / night
6396392, 9, 1.5, 3, 9, , €15 / night after 4 guests, €115 / night
6401666, 7, 2, 2, 5, €30, €15 / night after 2 guests, €60 / night
6414313, 6, 1, 3, 3, , €30 / night after 2 guests, 
6433195, No longer available,,,,,, 
6441811, 4, 1, 1, 2, , €12 / night after 2 guests, €79 / night
6475887, 1, 1, 1, 1, , , 
6484398, 5, 2, 4, 4, , No Charge, 
6492017, 2, 1, 1, 1, , No Charge, 
6496605Error,,,,,,
6497154, 4, 1, Studio, 3, , No Charge, €75 / night
6513390, 4, 1, 1, 3, €20, No Charge, €65 / night
6538448, 5, 1.5, 2, 3, €20, No Charge, €50 / night
6554261, 2, 1, 1, 1, , No Charge, 
6553479, 4, 1, 2, 3, €30, No Charge, €130 / night
6562333, 4, 1, 1, 3, , €5 / night after 2 guests, €65 / night
6565489, 3, 1, 1, 1, , €25 / night after 2 guests, €75 / night
6571707, No longer available,,,,,, 
6586172, No longer available,,,,,, 
6609180, 2, 1, 1, 1, , , 
6607336, 4, 2, 1, 4, , €13 / night after the first guest, 
6670170, 4, 2, 1, 4, , No Charge, 
6685908, 9, 1.5, 3, 9, , €13 / night after 6 guests, €140 / night
6702690, 2, 1, 1, 1, , €35 / night after the first guest, 
6727841, 6, 1, 3, 4, €15, €20 / night after 5 guests, €100 / night
6789509, No longer available,,,,,, 
6796490, 2, 1, 1, 2, , No Charge, 
6803268, 2, 1, 1, 1, , No Charge, 
6814931, 4, 1.5, 1, 4, , €15 / night after 2 guests, €28 / night
6819129, 3, 1.5, 1, 2, , €15 / night after 2 guests, €28 / night
6849687, 4, 1.5, 1, 3, , €15 / night after 2 guests, €28 / night
6845489Error,,,,,,
6856605, 2, 2, 1, 2, , No Charge, 
6862855, 5, 1, 3, 3, , No Charge, €85 / night
6877893, 4, 1, 1, 2, €8, €5 / night after 2 guests, 
6884856, 5, 1, 2, 5, , No Charge, 
6882265, 1, 1.5, 1, 1, , , 
6894458, 6, 1, 2, 3, , €5 / night after 4 guests, 
6895552, 2, 1, 1, 2, , €5 / night after the first guest, 
6947961Error,,,,,,
6954951, 2, 1, 1, 1, , No Charge, 
6962027Error,,,,,,
6986959Error,,,,,,
6985710, 16+, 8+, 10, 1, , €10 / night after the first guest, 
7023574, No longer available,,,,,, 
7020070, 2, 1, 1, 1, , No Charge, 
7033935, 1, 1, 1, 1, €5, , 
7031455, 2, 1, 1, 1, €23, No Charge, 
7036611, 4, 2, 1, 2, €18, No Charge, 
7036617, 5, 3, 3, 4, €18, No Charge, 
7035724, 2, 2, 1, 2, €10, No Charge, 
7060301, 6, 2, 5, 4, , €25 / night after 4 guests, 
7065839, 2, 1, 1, 1, , No Charge, 
7098302, 2, 1, Studio, 2, €6, No Charge, €30 / night
7105410, 2, 1, 1, 2, , , €38 / night
7108392, 4, 1, Studio, 3, , €10 / night after 3 guests, 
7123378, 2, 2.5, 1, 1, , No Charge, 
7142795, 2, 1, 1, 1, , €7 / night after the first guest, €24 / night
7170386, 3, 1, 2, 1, , , 
7171738, 3, 1, 2, 2, €30, No Charge, €90 / night
7170040, 4, 1, 2, 3, €30, No Charge, 
7179371, 2, 2, 1, 1, , , 
7175280, 3, 1, 2, 2, €20, No Charge, 
7189278, No longer available,,,,,, 
7198473, 4, 1, 2, 2, €15, €15 / night after 2 guests, €95 / night
7202213Error,,,,,,
7209103, 4, 1, 2, 2, €15, €15 / night after 2 guests, €95 / night
7225510, 2, 1, 1, 1, , , €35 / night
7248147, 2, 2, 1, 1, , , 
7260227, 4, 1.5, 1, 2, , €6 / night after the first guest, 
7270281, No longer available,,,,,, 
7275293, 5, 1, 1, 4, , €5 / night after 4 guests, 
7283695, 2, 1, 1, 1, , , 
7286180Error,,,,,,
7292045, No longer available,,,,,, 
7295649, No longer available,,,,,, 
7304018, 4, 1, 3, 3, , €10 / night after 2 guests, 
7302867, 4, 1, 2, 3, , €10 / night after 2 guests, 
7308943, 4, 1, 1, 2, €23, €20 / night after 2 guests, 
7322730, 3, 1, 1, 3, €20, €18 / night after 2 guests, 
7321496, 1, 1.5, 1, 1, , , 
7326330, 2, 1, 1, 2, , €15 / night after the first guest, 
7328792, 2, 2, 1, 2, , , €34 / night
7337108, 2, 1, 1, 2, , No Charge, 
7347992, 4, 1, 2, 2, €20, €10 / night after 2 guests, 
7387743, 2, 1, 1, 1, €20, No Charge, €64 / night
7391729, 4, 1, 1, 1, €15, €5 / night after 2 guests, 
7407446, 2, 1, 1, 1, , , €70 / night
7407016, 4, 2, 2, 2, , , €140 / night
7423532, 2, 1, 1, 2, , , 
7425631, 2, 1, 1, 1, , , €59 / night
7486173Error,,,,,,
7486376, No longer available,,,,,, 
7491507, 3, 1, 1, 1, , €5 / night after the first guest, €20 / night
7510906Error,,,,,,
7521677, 3, 1, 1, 3, €20, €17 / night after 2 guests, 
7526970, 1, 1, 1, 1, , , €35 / night
7526957Error,,,,,,
7527036, 4, 1, 1, 4, , No Charge, €75 / night
7550953, 2, 1, 1, 1, , €20 / night after the first guest, 
7551965, 2, 1, 1, 1, , €20 / night after the first guest, 
7569941, 2, 1, 1, 2, , €10 / night after the first guest, €20 / night
7577084, 5, 1, 2, 3, €20, €10 / night after 2 guests, €65 / night
7582788, 2, 1, 1, 1, , €5 / night after the first guest, €15 / night
7594470, No longer available,,,,,, 
7595269, 4, 1, 2, 3, €20, No Charge, €80 / night
7597615, 1, 2, 1, 1, , , 
7608251, 1, 2, 1, 1, , , 
7612025, No longer available,,,,,, 
7644468, 4, 1, 1, 2, , €6 / night after 2 guests, 
7646067, 4, 1, 1, 2, €20, €15 / night after 2 guests, €65 / night
7656244, 1, 1, 1, 1, , , 
7656355, 2, 1, 1, 1, , No Charge, 
7662721, 4, 1, 3, 3, , No Charge, 
7660957, 3, 1, 1, 2, €10, €15 / night after 2 guests, 
7685711, 2, 1, 1, 1, €30, , €70 / night
7700930, 2, 1, Studio, 1, €10, No Charge, €60 / night
7715037, 6, 2.5, 3, 6, €30, , €125 / night
7722788, 2, 2, 1, 1, , No Charge, 
7722689Error,,,,,,
7733628, 6, 2, 3, 6, , No Charge, 
7739327, No longer available,,,,,, 
7747841, 3, 1, 2, 2, , No Charge, 
7759167Error,,,,,,
7794903, 4, 2, 2, 3, €20, €15 / night after 2 guests, 
7795438, 4, 1, 4, 4, €6, €15 / night after the first guest, 
7798781, No longer available,,,,,, 
7845433, 6, 1, 2, 2, , No Charge, 
7854203, 6, 2, 2, 5, , €12 / night after 4 guests, €106 / night
7871436, 4, 1, 2, 2, , , 
7918714, 2, 1, Studio, 1, , No Charge, 
7918373, 3, 1, 1, 2, , €10 / night after 2 guests, €55 / night
7924447, 6, 1, 2, 6, , €10 / night after 2 guests, 
7924791, 4, 1, 2, 4, , €10 / night after 2 guests, 
7941421, 2, 1, 1, 1, , , 
7955511, 4, 1, 1, 2, €23, €20 / night after 2 guests, 
7960642, 8, 2, 4, 6, €10, €10 / night after 2 guests, €85 / night
7961725, 5, 1, 3, 4, , €15 / night after 2 guests, €56 / night
7967931, 6, 1, 2, 2, €20, €15 / night after 3 guests, €70 / night
7970943, 2, 2, 1, 1, , No Charge, 
8076568, 2, 1, 1, 1, , €6 / night after the first guest, 
8076303Error,,,,,,
8082271, 4, 1, 1, 2, €10, €10 / night after 2 guests, €50 / night
8093606, 5, 2, 2, 4, €30, €12 / night after 2 guests, 
8101534, No longer available,,,,,, 
8100775, 1, 1, 1, 1, , , 
8114876, 2, 1, Studio, 1, €15, , €40 / night
8127992, 4, 1, 1, 4, €20, €25 / night after 2 guests, €95 / night
8125168, 4, 1, 2, 4, €20, , 
8137122, No longer available,,,,,, 
8145490Error,,,,,,
8146515, 2, 1, 1, 1, €12, No Charge, 
8151608, 4, 1, 1, 2, , €20 / night after 2 guests, 
8159734, 4, 1, 1, 1, €15, €5 / night after 2 guests, €42 / night
8168199, 4, 1, 2, 2, €15, €9 / night after 2 guests, €55 / night
8165431, 2, 1, 1, 1, €20, No Charge, €46 / night
8171359, 6, 1, 2, 4, , €9 / night after 2 guests, €79 / night
8205374, 4, 1.5, 1, 2, €5, €25 / night after 2 guests, €70 / night
8216518, 1, 1, 1, 1, , , 
8218085, 6, 1, 2, 4, , No Charge, €150 / night
8216115, 6, 1, 2, 4, , No Charge, €160 / night
8221949, 2, 1, 1, 2, , No Charge, 
8236272, 2, 1, 1, 2, , No Charge, 
8236082, 1, 1, 1, 1, , , 
8244746, 2, 1, 1, 1, , No Charge, 
8246885, 10, 1, 2, 10, , No Charge, €180 / night
8252733, 4, 2, 1, 2, , €10 / night after 2 guests, €92 / night
8260557Error,,,,,,
8260232, 5, 1, 2, 2, €20, No Charge, 
8260524, 10, 3, 3, 10, , €20 / night after 6 guests, 
8272187, 2, 1, 1, 1, €20, , €65 / night
8288580, 4, 1, 2, 3, , No Charge, €130 / night
8289692, 3, 1, 1, 3, , No Charge, €100 / night
8291779, 4, 1, 2, 4, €20, €20 / night after 2 guests, 
8303449Error,,,,,,
8305453, 4, 1, 1, 2, , No Charge, €80 / night
8317215, 2, 1, Studio, 1, , No Charge, 
8319716, 1, 2.5, 1, 1, €10, , €32 / night
8332788, 3, 1, 2, 2, €20, No Charge, 
8332303, 2, 1, 1, 1, , No Charge, €32 / night
8336282Error,,,,,,
8365024, 6, 1, 1, 6, , No Charge, €120 / night
8366977, 4, 1, 2, 4, , No Charge, €125 / night
8369190, No longer available,,,,,, 
8384095, 2, 1, 1, 2, , , 
8424103, 4, 1, 2, 3, €25, €7 / night after 2 guests, €125 / night
8432326, No longer available,,,,,, 
8434433, 8, 3, 1, 6, €60, €10 / night after the first guest, €200 / night
8439777Error,,,,,,
8469832, 3, 1, 2, 2, , , €40 / night
8479407, 5, 1, 3, 3, , No Charge, 
8483686, 2, 1, 1, 1, , €15 / night after the first guest, 
8482088, 6, 1, 2, 4, €10, €10 / night after 4 guests, 
8483942, 3, 1, Studio, 3, €10, €10 / night after 2 guests, €39 / night
8493880, 6, 1, 2, 3, €55, €13 / night after 2 guests, 
8509227, 2, 1, 1, 1, , No Charge, 
8523218, No longer available,,,,,, 
8529347, 2, 1, 1, 1, , €8 / night after the first guest, €22 / night
8531766, 2, 2, 1, 1, , €10 / night after the first guest, 
8536828, 2, 2, 1, 1, , €10 / night after the first guest, 
8544767, 2, 1, 1, 1, , No Charge, 
8544232Error,,,,,,
8554051, 4, 1, 2, 3, €10, €20 / night after 2 guests, 
8571278, No longer available,,,,,, 
8572191, 4, 1, 2, 2, , €10 / night after 2 guests, 
8577256, 2, 1, 1, 1, , €5 / night after the first guest, 
8586623, 4, 1, 2, 2, €40, €10 / night after 2 guests, 
8594599, 6, 1, 1, 6, , €15 / night after the first guest, €18 / night
8593770, 8, 1, 1, 8, , €14 / night after the first guest, 
8608412, 2, 1, 1, 1, , €15 / night after the first guest, 
8616096, No longer available,,,,,, 
8620898, 1, 1.5, 1, 1, , , 
8624241, 3, 1, 1, 2, , €10 / night after 2 guests, 
8626829, 2, 1, Studio, 2, , No Charge, €42 / night
8628884Error,,,,,,
8628333, 2, 1, 1, 1, , , 
8646616, 4, 1, 1, 2, , No Charge, €65 / night
8649956, 6, 1, 3, 6, , €15 / night after 2 guests, €75 / night
8648980Error,,,,,,
8668463, 5, 2, 3, 3, €25, €15 / night after 4 guests, €125 / night
8683680, 2, 1, 1, 2, , No Charge, 
8725395, 5, 1, 2, 5, €19, €10 / night after 4 guests, 
8726975, 1, 1, 1, 1, €8, , €20 / night
8737966, 2, 1, 1, 1, , €10 / night after the first guest, 
8735087, 3, 2, 1, 2, , €10 / night after the first guest, €18 / night
8739898, 4, 1, 1, 2, , No Charge, €62 / night
8752732, 2, 1, 1, 2, €30, No Charge, 
8754931, 4, 1, 1, 3, , €30 / night after 2 guests, 
8758182, 4, 1, 1, 2, , €30 / night after 2 guests, 
8768896, 2, 1, 1, 1, , No Charge, 
8803515, 2, 1, 1, 1, €24, No Charge, €65 / night
8814868, 4, 1, 2, 2, , No Charge, 
8813472Error,,,,,,
8820374, 6, 1, 2, 4, €30, €10 / night after 2 guests, 
8820422, 4, 1, 1, 2, €30, €10 / night after 2 guests, 
8828381, 3, 1, 2, 2, , No Charge, 
8829457, 4, 1, 3, 3, , No Charge, 
8829570, 5, 1, 3, 3, , No Charge, 
8829212, 2, 1, 1, 1, , No Charge, 
8838766, 5, 2, 2, 5, , €14 / night after 2 guests, 
8860478, 3, 1, 1, 1, €8, €10 / night after 2 guests, 
8876774, 2, 1, 1, 1, , €6 / night after the first guest, 
8880476, 2, 1, 1, 1, , No Charge, 
8899996Error,,,,,,
8902936, 2, 1, 1, 1, , No Charge, 
8911698, 4, 1, 2, 3, , , 
8912046, 4, 1, 1, 1, , , 
8910699Error,,,,,,
8912170, 4, 1, 1, 1, , , 
8912459, 2, 1, 1, 1, , No Charge, 
8936267Error,,,,,,
8946065, 4, 1, Studio, 2, , €8 / night after 2 guests, €40 / night
8946521Error,,,,,,
8950582, 4, 1, 1, 2, , €20 / night after 2 guests, €45 / night
8950811, 4, 1, 1, 2, , No Charge, €76 / night
8951068, 4, 1, 1, 2, , €20 / night after 2 guests, €45 / night
8958175, 4, 1, 1, 2, , €20 / night after 2 guests, €45 / night
8958076Error,,,,,,
8966240, 2, 1, 1, 1, €8, €8 / night after the first guest, €26 / night
8980055, 6, 1, 2, 6, €60, , 
8980411, 4, 1, 1, 4, , , 
9038775, 4, 1, 1, 1, , No Charge, 
9043190, 4, 1, 1, 2, , No Charge, €70 / night
9052961Error,,,,,,
9059557, 8, 1, 2, 5, , €10 / night after 2 guests, €70 / night
9062526, 7, 2, 3, 6, , €10 / night after 2 guests, 
9062995, 4, 1, 1, 2, , €10 / night after 2 guests, €77 / night
9070528, 2, 1, 1, 2, , No Charge, 
9084160, 4, 2, 2, 2, , No Charge, 
9088666, 3, 4, 1, 3, , No Charge, €42 / night
9089140, 2, 4, 1, 2, , No Charge, €25 / night
9092674, 2, 4, 1, 1, , No Charge, €30 / night
9100473, 8, 2, 3, 6, , €15 / night after 6 guests, €117 / night
9111170, No longer available,,,,,, 
9125050, 4, 1, 1, 2, €12, €12 / night after 2 guests, €61 / night
9131253, 1, 1, 1, 1, , , €23 / night
9136916, 6, 1, 3, 5, , €10 / night after 2 guests, €110 / night
9143672Error,,,,,,
9148885, 5, 1, 2, 3, , €14 / night after 2 guests, €58 / night
9154008, 7, 1, 3, 5, , €18 / night after the first guest, 
9153671Error,,,,,,
9160337, No longer available,,,,,, 
9177026, 5, 2, 3, 2, €30, No Charge, €140 / night
9182857, 5, 1, 1, 3, , €20 / night after 2 guests, 
9200155, 2, 1, Studio, 1, €23, No Charge, 
9210838, 2, 1, 1, 2, , €12 / night after the first guest, €23 / night
9217104, 6, 1, 2, 4, , €10 / night after 5 guests, €125 / night
9224396, 5, 1, 2, 4, , No Charge, €130 / night
9225011, 2, 1, 1, 2, , €5 / night after the first guest, 
9234504, 6, 2, 3, 4, €40, No Charge, 
9231603, 6, 1, 2, 4, , €10 / night after 2 guests, €70 / night
9246007, 2, 1, 1, 2, , , 
9274001Error,,,,,,
9287001Error,,,,,,
9290224, 8, 1, 2, 8, , No Charge, €140 / night
